ticker;shortName;sector;industry;marketCap;regularMarketPrice;averageDailyVolume10Day;exDividendDate;dividendRate;dividendYield;fiveYearAvgDividendYield;fiftyDayAverage;twoHundredDayAverage;trailingPE;forwardPE;pegRatio;trailingEps;forwardEps;priceToBook;profitMargins;beta;market;timestamp
erf.pa;EUROFINS SCIENT.;Healthcare;Diagnostics & Research;9807370240.0;51.58;310479.0;03/07/2024 02:00;0.5;0.0098;0.48;50.6296;54.99755;26.58763;14.821839;1.11;1.94;3.48;2.3264627;0.05643;0.67;Euronext;1723803420
ato.pa;ATOS;Technology;Information Technology Services;103349120.0;0.896;1464718.0;14/05/2021 02:00;;;1.6;1.003466;3.0359316;;0.63546103;0.1;-43.1;1.41;;-0.4715;1.317;Euronext;1723803420
miko.br;MIKO;Consumer Defensive;Packaged Foods;63838800.0;51.4;146.0;18/06/2024 02:00;1.87;0.0367;1.44;54.414;55.311;29.039549;16.163523;;1.77;3.18;0.4480318;0.0076099997;0.306;Euronext;1723803420
avt.pa;AVENIR TELECOM;Technology;Communication Equipment;6723116.0;0.091;216329.0;21/10/2011 02:00;;;;0.104224;0.126074;;;;-0.1;;0.44607842;-0.49653;0.137;Euronext;1723803420
inf.pa;INFOTEL;Technology;Information Technology Services;263125424.0;38.2;2153.0;29/05/2024 02:00;2.0;0.0533;3.44;41.6;46.729;14.636016;11.506024;1.64;2.61;3.32;2.2344408;0.058769997;0.806;Euronext;1723803420
blc.pa;BASTIDE LE CONFORT;Healthcare;Medical Distribution;147938000.0;20.25;3481.0;07/01/2022 01:00;;;0.9;20.1888;20.88295;28.928572;7.0557494;0.18;0.7;2.87;1.864641;0.01307;0.836;Euronext;1723803420
amund.as;Almunda Professional N.V.;Technology;Information Technology Services;2084117.0;1.24;554.0;28/06/2024 02:00;0.06;0.0484;;1.2668;1.2662;62.0;;;0.02;;1.7440225;0.02497;0.359;Euronext;1723803420
vtr.pa;VITURA;Real Estate;REIT - Office;120190520.0;7.05;287.0;23/05/2023 02:00;0.21;0.0292;6.89;6.847;9.923;;2.9746838;;-12.61;2.37;0.26281455;0.0;0.876;Euronext;1723803420
gui.pa;GUILLEMOT;Technology;Computer Hardware;79741264.0;5.4;8275.0;07/06/2023 02:00;0.25;0.0358;;6.082;5.920925;90.0;;;0.06;;0.79775447;0.008090001;0.638;Euronext;1723803420
inclu.br;INCLUSIO SA/NV;Real Estate;Real Estate Services;106827696.0;14.4;793.0;22/05/2024 02:00;0.75;0.0523;;14.306;13.48075;3.325635;;;4.33;;0.50118333;2.32744;0.374;Euronext;1723803420
sw.pa;SODEXO;Industrials;Specialty Business Services;12875792384.0;87.95;155657.0;27/08/2024 02:00;3.1;0.0353;2.97;83.938;78.661446;18.13402;15.137693;3.05;4.85;5.81;2.9230921;0.01209;0.799;Euronext;1723803420
alfen.as;ALFEN;Industrials;Electrical Equipment & Parts;333721664.0;15.365;244708.0;;;;;21.6738;40.89485;11.297793;10.820423;;1.36;1.42;1.85792;0.05884;1.774;Euronext;1723803420
opm.pa;OPMOBILITY;Consumer Cyclical;Auto Parts;1240547328.0;8.62;145768.0;25/07/2024 02:00;0.63;0.0731;2.56;9.4724;10.9439;7.6283183;5.161677;0.24;1.13;1.67;0.6144415;0.01565;1.831;Euronext;1723803420
alx.as;ALUMEXX N.V.;Consumer Cyclical;Internet Retail;18408420.0;1.24;1710.0;;;;;1.3036;1.201975;;;;-0.01;;4.7148285;-0.00361;0.781;Euronext;1723803420
schp.pa;SECHE ENVIRONNEM.;Industrials;Waste Management;770398848.0;98.7;2604.0;08/07/2024 02:00;1.2;0.0121;1.69;97.536;106.71;18.176796;11.0650215;0.4;5.43;8.92;2.2765014;0.043920003;0.778;Euronext;1723803420
carm.pa;CARMILA;Real Estate;REIT - Retail;2382219264.0;16.74;48162.0;29/04/2024 02:00;1.2;0.0717;9.76;16.4516;15.9465;44.05263;9.457627;2.61;0.38;1.77;0.7241737;0.0058099995;1.475;Euronext;1723803420
sec.pa;SODITECH ING.;Industrials;Engineering & Construction;2889554.0;1.27;144.0;;;;;1.0245;1.261575;63.5;;;0.02;;0.99921316;0.01085;0.289;Euronext;1723803420
boi.pa;BOIRON;Healthcare;Drug Manufacturers - Specialty & Generic;562538560.0;32.4;2066.0;03/06/2024 02:00;1.35;0.041500002;2.9;32.445;36.0362;15.728156;14.930876;-7.83;2.06;2.17;1.4290125;0.07263;0.45;Euronext;1723803420
bios.br;BIOSENIC;Healthcare;Biotechnology;2186423.0;0.0087;2187697.0;;;;;0.014078;0.03006;0.0011917808;-0.174;;7.3;-0.05;;0.0;;Euronext;1723803420
phxm.pa;PHAXIAM THERAPEUTICS;Healthcare;Biotechnology;18463778.0;1.85;4284.0;;;;;2.06118;3.231245;;-2.032967;;-0.98;-0.91;0.43880454;0.0;1.867;Euronext;1723803420
tlt.as;THE LONDON TUNNELS PLC;Industrials;Engineering & Construction;145477504.0;2.221;15988.0;;;;;2.2099142;2.2099142;;;;-0.0;;12.838151;0.0;;Euronext;1723803420
dpt.pa;ST DUPONT;Consumer Cyclical;Luxury Goods;56622176.0;0.06;47135.0;16/09/2014 02:00;;;;0.057444;0.06753389;;;;-0.0;;2.3076923;-0.03894;0.404;Euronext;1723803420
vanti.pa;VANTIVA S.A.;Communication Services;Entertainment;53916936.0;0.11;63021.0;21/06/2017 02:00;;;;0.116304;0.131942;;-0.5;-0.02;-0.5;-0.22;;-0.10925999;1.219;Euronext;1723803420
nexta.br;NEXTENSA;Real Estate;REIT - Diversified;427993312.0;42.35;678.0;23/05/2024 02:00;1.5;0.0354;5.41;43.025;45.9125;19.697672;10.107398;;2.15;4.19;0.5045691;0.20391001;0.715;Euronext;1723803420
fga.pa;FIGEAC AERO;Industrials;Aerospace & Defense;231710208.0;5.66;3450.0;;;;;5.8056;5.5162;;15.722221;0.79;-0.3;0.36;4.0141845;-0.03042;1.455;Euronext;1723803420
ffarm.as;FORFARMERS;Consumer Defensive;Packaged Foods;250793600.0;2.825;117997.0;15/04/2024 02:00;0.15;0.0529;5.98;2.8351;2.558;;11.3;;-0.01;0.25;0.8316161;0.0063899998;0.777;Euronext;1723803420
nedse.as;MKB Nedsense N.V.;;;6950000.0;0.0695;18912.0;;;;;0.07303;0.07686943;;;;-0.0;;0.75543475;0.73832;0.392;Euronext;1723803420
homi.br;HOME INVEST BELGIUM;Real Estate;REIT - Residential;367490176.0;18.28;10054.0;13/05/2024 02:00;1.12;0.061300002;4.48;17.6212;16.2001;6.8721805;15.623933;;2.66;1.17;0.8582966;-0.38998002;0.214;Euronext;1723803420
ctac.as;CTAC;Technology;Information Technology Services;43437428.0;3.07;1226.0;11/04/2024 02:00;0.11;0.0358;3.15;3.106;3.34205;43.857143;6.14;;0.07;0.5;1.5419387;0.00879;1.12;Euronext;1723803420
bghl.as;Boussard Gavaudan;;;738765888.0;27.0;1677.0;;;;;26.732;25.823;9.886489;;;2.731;;0.97982293;-0.70694;0.247;Euronext;1723803420
rco.pa;REMY COINTREAU;Consumer Defensive;Beverages—Wineries & Distilleries;3545639680.0;69.6;70855.0;24/07/2024 02:00;2.0;0.028499998;1.25;75.566;92.6178;19.226519;16.532066;2.9;3.62;4.21;1.9214311;0.15476;0.377;Euronext;1723803420
par.pa;PAREF;Real Estate;REIT—Diversified;64551388.0;42.8;284.0;29/05/2024 02:00;1.5;0.0347;5.79;43.316;44.736;;;;-9.97;;0.56502396;-0.59815;0.554;Euronext;1723803420
mems.pa;MEMSCAP REGPT;Technology;Semiconductor Equipment & Materials;46150492.0;5.99;15619.0;;;;;6.517;7.24715;23.038462;12.74468;;0.26;0.47;2.5327694;0.14012;1.209;Euronext;1723803420
dg.pa;VINCI;Industrials;Engineering & Construction;60273950720.0;105.45;852680.0;15/10/2024 02:00;4.5;0.043;3.07;103.5534;111.8152;13.197747;11.587912;2.27;7.99;9.1;2.1087468;0.06454;0.966;Euronext;1723803420
lvide.as;LAVIDE HOLDING;;;1496217.0;0.25;1132.0;;;;;0.2664;0.27438357;;;;-0.02;;;0.0;0.657;Euronext;1723803420
oria.pa;FIDUCIAL REAL EST.;Real Estate;Real Estate Services;424864000.0;176.0;1.0;15/05/2024 02:00;3.3;0.0186;0.76;176.2;179.415;14.159291;;;12.43;;0.8705803;0.36695;0.128;Euronext;1723803420
vastb.br;VASTNED BELGIUM;Real Estate;REIT—Retail;155402720.0;30.6;1187.0;06/05/2024 02:00;2.3;0.0754;8.09;30.022;29.681;12.191236;;;2.51;;0.6789439;0.65953004;0.761;Euronext;1723803420
tte.pa;TOTALENERGIES;Energy;Oil & Gas Integrated;143322185728.0;62.4;3200170.0;25/09/2024 02:00;3.16;0.0506;5.95;62.6564;62.8313;7.7708597;7.1559634;0.63;8.03;8.72;1.2279596;0.10106;0.751;Euronext;1723803420
acan.pa;ACANTHE DEV.;Real Estate;REIT—Office;61792496.0;0.42;24831.0;21/08/2024 02:00;0.21;0.4926;32.9;0.4042;0.390465;;;;-0.08;;0.51915944;-2.95185;0.362;Euronext;1723803420
vastn.as;VASTNED RETAIL N.V.;Real Estate;REIT—Retail;402214400.0;23.45;7567.0;29/04/2024 02:00;1.85;0.0791;8.0;23.728;21.83985;;13.323864;-14.54;-1.25;1.76;0.63861656;-0.29326;0.913;Euronext;1723803420
perr.pa;PERRIER (GERARD);Industrials;Electrical Equipment & Parts;352185248.0;93.4;238.0;10/06/2024 02:00;2.3;0.025;2.31;92.612;96.7935;18.03089;17.892721;;5.18;5.22;2.9034164;0.06431;0.866;Euronext;1723803420
shur.br;SHURGARD;Real Estate;REIT - Specialty;3777172224.0;38.8;34024.0;24/09/2024 02:00;1.16;0.0295;2.54;36.94;39.84005;6.587436;21.202185;4.66;5.89;1.83;1.0027394;1.08772;;Euronext;1723803420
hal.as;HAL TRUST;Financial Services;Asset Management;10263055360.0;113.6;12408.0;20/05/2024 02:00;2.85;0.0251;2.1;113.124;116.663;10.170098;9.554247;;11.17;11.89;0.7504641;0.07703;0.71;Euronext;1723803420
cable.as;CABLE.AS,0P0001NIBY,0;Financial Services;Shell Companies;80279232.0;4.1;0.0;;;;;4.1952;5.41655;;;;-1.57;;;0.0;0.064;Euronext;1723803420
pub.pa;PUBLICIS GROUPE SA;Communication Services;Advertising Agencies;23584970752.0;93.68;342350.0;01/07/2024 02:00;3.4;0.0365;2.68;98.1666;94.11565;16.263887;12.150454;2.92;5.76;7.71;2.3712254;0.09526;0.976;Euronext;1723803420
iex.as;IEX GROUP N.V.;;;6370331.0;1.74;61.0;;;;;1.7508;1.7039491;4.971429;;;0.35;;4.371859;0.27084;0.509;Euronext;1723803420
stmpa.pa;STMICROELECTRONICS;Technology;Semiconductors;25197703168.0;27.925;2740873.0;23/09/2024 02:00;0.33;0.012;0.64;35.5556;39.62245;9.530716;9.902482;-2.52;2.93;2.82;1.4817467;0.18202;1.291;Euronext;1723803420
finm.pa;FINANCIERE MARJOS;Industrials;Conglomerates;1996750.0;0.1;303.0;15/07/1992 02:00;;;;0.0853;0.092595;;;;-0.01;;;0.0;0.125;Euronext;1723803420
malt.pa;MALTERIES FCO-BEL.;Consumer Defensive;Beverages—Brewers;300070336.0;605.0;13.0;23/01/2024 01:00;3.93;0.0064999997;1.51;605.4;619.025;7.9365077;;;76.23;;1.064944;0.26672;0.533;Euronext;1723803420
vla.pa;VALNEVA SE;Healthcare;Biotechnology;485087328.0;3.486;438535.0;;;;;3.3278;3.9392;;-10.89375;6.06;-0.24;-0.32;2.5841365;-0.15948;0.971;Euronext;1723803420
inea.pa;FONCIERE INEA;Real Estate;Real Estate Services;330886976.0;30.6;859.0;27/05/2024 02:00;2.7;0.0877;6.5;30.362;33.885;;12.489796;;-0.32;2.45;0.5924951;-0.04598;0.206;Euronext;1723803420
phia.as;KON.PHILIPS N.V.;Healthcare;Medical Devices;24492546048.0;26.22;1916962.0;12/05/2022 02:00;;;2.59;24.677;21.209332;;16.700636;0.98;-0.59;1.57;2.0609965;-0.02322;0.705;Euronext;1723803420
tep.pa;TELEPERFORMANCE;Industrials;Specialty Business Services;6266735104.0;104.65;206032.0;28/05/2024 02:00;3.85;0.037;1.5;104.7762;113.22995;10.043186;6.3927913;0.7;10.42;16.37;1.4672687;0.06574;0.766;Euronext;1723803420
crla.pa;CRCAM LANGUED CCI;Financial Services;Banks—Regional;927502144.0;46.955;341.0;16/04/2024 02:00;2.74;0.0584;3.72;49.4835;49.701626;5.098263;;;9.21;;0.17761026;0.31759;0.963;Euronext;1723803420
nyr.br;NYRSTAR;Basic Materials;Other Industrial Metals & Mining;5801294.0;0.0528;27461.0;09/08/2013 02:00;;;;0.0565;0.076855;;0.08655737;;-0.01;0.61;;0.0;4.917;Euronext;1723803420
vct.pa;VICAT;Basic Materials;Building Materials;1356871808.0;30.5;26115.0;29/04/2024 02:00;2.0;0.066;5.09;33.738;34.474;5.1003346;5.1694913;0.35;5.98;5.9;0.49052718;0.06762;1.168;Euronext;1723803420
vgp.br;VGP;Real Estate;Real Estate Services;2712755200.0;99.4;7497.0;22/05/2024 02:00;2.95;0.0298;3.21;101.458;101.75075;31.0625;9.169742;;3.2;10.84;1.2250432;0.59629;0.934;Euronext;1723803420
shell.as;SHELL PLC;Energy;Oil & Gas Integrated;205320699904.0;32.92;5779695.0;15/08/2024 02:00;1.27;0.038599998;4.91;33.082;31.384424;12.809339;8.462725;1.65;2.57;3.89;1.122898;0.060890004;0.546;Euronext;1723803420
cabka.as;CABKA N.V.;Consumer Cyclical;Packaging & Containers;80875384.0;3.26;2391.0;08/08/2024 02:00;0.15;0.0463;;3.7852;5.1482;;12.538462;;-0.15;0.26;1.1386658;-0.022249999;0.372;Euronext;1723803420
bai.as;BenevolentAI;Healthcare;Biotechnology;67695360.0;0.544;7592.0;;;;;0.57264;0.683505;;;;-0.63;;0.7037517;0.0;0.956;Euronext;1723803420
abca.pa;ABC ARBITRAGE;Financial Services;Asset Management;250140448.0;4.215;49159.0;23/04/2024 02:00;0.41;0.0988;5.99;4.0483;4.27225;15.053572;12.397059;28.33;0.28;0.34;1.6130885;0.41395;0.274;Euronext;1723803420
fr.pa;VALEO;Consumer Cyclical;Auto Parts;2355907584.0;9.702;1207171.0;28/05/2024 02:00;0.4;0.041300002;2.34;9.97762;11.69618;9.799999;4.093671;0.14;0.99;2.37;0.64757705;0.01107;1.593;Euronext;1723803420
iam.pa;MAROC TELECOM;Communication Services;Telecom Services;7383692288.0;8.4;191.0;04/09/2023 02:00;0.2;0.0234;4.76;8.212;8.538;64.61539;1.2334801;17.95;0.13;6.81;0.61090904;0.034140002;0.46;Euronext;1723803420
ucb.br;UCB;Healthcare;Biotechnology;29150476288.0;153.65;246463.0;26/04/2024 02:00;1.36;0.0089;1.49;143.518;109.08395;124.91869;22.203756;1.17;1.23;6.92;3.255917;0.044;0.361;Euronext;1723803420
pwg.pa;PRODWAYS GROUP;Technology;Computer Hardware;26595360.0;0.516;14633.0;;;;;0.56486;0.78543;;12.9;;-0.27;0.04;0.4975892;-0.18552;0.889;Euronext;1723803420
li.pa;KLEPIERRE;Real Estate;REIT—Retail;7563802112.0;26.46;658503.0;09/07/2024 02:00;1.8;0.0674;7.33;25.7332;24.5398;11.211864;10.458498;4.84;2.36;2.53;0.9393304;0.41682997;1.711;Euronext;1723803420
eki.pa;EKINOPS;Technology;Communication Equipment;92009984.0;3.41;13114.0;;;;;3.4161;4.0866;;34.1;;-0.04;0.1;0.7606514;-0.0075499997;1.097;Euronext;1723803420
thep.pa;THERMADOR GROUPE;Industrials;Industrial Distribution;716735296.0;77.9;2923.0;12/04/2024 02:00;2.08;0.026800001;2.59;79.95;81.8105;15.395257;12.9402;;5.06;6.02;1.961772;0.09285;0.828;Euronext;1723803420
es.pa;ESSO;Energy;Oil & Gas Refining & Marketing;1725087232.0;134.2;12841.0;08/07/2024 02:00;3.0;0.0224;6.6;157.6;112.281;3.273969;;;40.99;;0.75761425;0.02783;0.488;Euronext;1723803420
mele.br;MELEXIS;Technology;Semiconductors;3252535040.0;80.15;32037.0;15/05/2024 02:00;3.7;0.0481;3.15;81.475;81.06625;15.325048;14.185841;5.28;5.23;5.65;5.8760996;0.21636;1.345;Euronext;1723803420
mau.pa;MAUREL ET PROM;Energy;Oil & Gas E&P;1101135744.0;5.56;185574.0;03/07/2024 02:00;0.3;0.0541;2.83;5.9574;5.89518;4.7521367;;;1.17;;1.0449164;0.32473;0.965;Euronext;1723803420
sams.pa;SAMSE;Industrials;Industrial Distribution;565791616.0;165.0;99.0;20/06/2024 02:00;10.0;0.0608;5.86;170.08;184.73;6.855006;7.4024224;;24.07;22.29;0.89370835;0.04045;0.784;Euronext;1723803420
nn.as;NN GROUP;Financial Services;Insurance—Diversified;12169246720.0;44.56;878611.0;19/08/2024 02:00;4.48;0.1004;6.77;44.1356;40.2537;11.029703;6.5529413;0.34;4.04;6.8;0.5800044;0.11419;0.791;Euronext;1723803420
axs.as;ACCSYS TECHNOLOGIES PLC;Basic Materials;Lumber & Wood Production;147487040.0;0.607;96669.0;23/07/2008 02:00;;;;0.65574;0.679455;;;;-0.08;0.0;1.2237903;-0.13114999;1.336;Euronext;1723803420
cri.pa;CHARGEURS;Consumer Cyclical;Textile Manufacturing;247596880.0;10.28;2560.0;02/05/2023 02:00;0.76;0.0645;5.28;10.4976;11.1483;73.428566;9.431192;;0.14;1.09;0.95699126;0.0023;1.767;Euronext;1723803420
bnb.br;BQUE NAT. BELGIQUE;Financial Services;Banks—Regional;171600000.0;429.0;106.0;17/05/2023 02:00;1.5;0.0034;7.72;439.2;475.945;;;;-8426.02;;0.023156522;0.0;0.640947;Euronext;1723803420
balyo.pa;BALYO;Industrials;Specialty Industrial Machinery;20083868.0;0.585;4314.0;;;;;0.53746;0.686975;;-3.0789473;;-0.06;-0.19;;-0.36613998;1.744;Euronext;1723803420
breb.br;BREDERODE;Financial Services;Asset Management;3159143680.0;107.8;5418.0;20/05/2024 02:00;1.29;0.012;1.55;110.868;105.6815;13.5257225;;;7.97;;0.8385908;1.13898;0.595;Euronext;1723803420
ekop.br;EKOPAK NV;Utilities;Utilities—Regulated Water;250535728.0;16.9;4125.0;;;;;17.795;18.264;;;;-0.21;;4.6814404;-0.08537;0.257;Euronext;1723803420
ayv.pa;AYVENS;Industrials;Rental & Leasing Services;4814116864.0;5.9;531455.0;31/05/2024 02:00;0.47;0.0802;8.23;5.9025;6.1932;10.727273;4.503817;0.39;0.55;1.31;0.4788961;0.02626;0.978;Euronext;1723803420
arte.pa;ARTEA;Real Estate;Real Estate Services;44013088.0;9.3;103.0;06/07/2023 02:00;0.3;0.0326;;9.51;13.061;;;;-5.79;;0.55124176;-0.28428;0.781;Euronext;1723803420
gle.pa;SOCIETE GENERALE;Financial Services;Banks—Regional;16770265088.0;21.055;5022562.0;29/05/2024 02:00;0.9;0.0429;6.41;22.7347;23.7049;9.357778;4.0258126;0.12;2.25;5.23;0.24869774;0.10486;1.558;Euronext;1723803420
eapi.pa;EUROAPI SA;Healthcare;Drug Manufacturers—Specialty & Generic;401477152.0;4.2;178831.0;;;;;3.19168;4.203615;;;;-2.02;;0.44524541;-0.29579002;0.519;Euronext;1723803420
value.as;VALUE8;Financial Services;Asset Management;54261980.0;5.65;6185.0;29/08/2023 02:00;0.18;0.0319;4.02;5.712;5.678;4.4140625;;;1.28;;0.562749;0.84124;0.547;Euronext;1723803420
mtrk.as;MOTORK PLC;Technology;Software—Application;246620848.0;5.42;3464.0;;;;;5.8916;4.64805;;;;-0.28;;4.1185412;-0.2807;-0.165;Euronext;1723803420
tfi.pa;TF1;Communication Services;Broadcasting;1637375616.0;7.76;81896.0;22/04/2024 02:00;0.55;0.0706;6.36;7.9596;7.993075;8.818182;6.689656;-1.52;0.88;1.16;0.8462378;0.07898;1.087;Euronext;1723803420
hco.pa;HIGH CO;Communication Services;Advertising Agencies;51842476.0;2.64;10711.0;24/05/2024 02:00;0.2;0.0746;2.48;2.7594;3.1802;4.327869;11.478261;-13.17;0.61;0.23;0.58034736;0.07644;0.656;Euronext;1723803420
civ.pa;CRCAM ILLE-VIL.CCI;Financial Services;Banks—Regional;352258688.0;58.39;162.0;13/05/2024 02:00;2.67;0.045700002;3.55;61.7196;60.81415;5.8157372;;;10.04;;0.16630922;0.21165001;1.019;Euronext;1723803420
ora.pa;ORANGE;Communication Services;Telecom Services;27149105152.0;10.21;5859043.0;03/12/2024 01:00;0.72;0.0705;6.25;9.88296;10.536135;13.259741;9.9126215;;0.77;1.03;0.86430204;0.05351;0.161;Euronext;1723803420
fagr.br;FAGRON;Healthcare;Drug Manufacturers—Specialty & Generic;1386750976.0;19.0;77062.0;21/05/2024 02:00;0.3;0.0159;1.06;18.4812;17.7327;17.757008;14.84375;0.62;1.07;1.28;2.931194;0.094960004;0.246;Euronext;1723803420
tri.pa;TRIGANO;Consumer Cyclical;Recreational Vehicles;2007109120.0;103.9;11506.0;22/05/2024 02:00;3.5;0.0334;2.59;113.78;137.1715;5.4713006;10.287128;;18.99;10.1;1.1457621;0.09715;1.245;Euronext;1723803420
cmo.pa;CRCAM MORBIHAN CCI;Financial Services;Banks—Regional;98086248.0;62.5;110.0;30/05/2024 02:00;2.87;0.047;2.8;63.166;64.281;6.3131313;;;9.9;;0.16591495;0.25088;0.479;Euronext;1723803420
co.pa;CASINO GUICHARD;Consumer Defensive;Grocery Stores;1509444992.0;3.765;110646.0;09/05/2019 02:00;;;7.21;3.61008;32.71557;;1.6021278;;-2417.0;2.35;0.97690713;-0.38631;0.894;Euronext;1723803420
lta.pa;ALTAMIR;Financial Services;Asset Management;890146176.0;24.4;363.0;22/05/2024 02:00;1.08;0.043899998;4.16;25.398;24.833;31.688313;30.886074;;0.77;0.79;0.6844512;0.62401;0.521;Euronext;1723803420
aldv.pa;ADC SIIC;Real Estate;REIT—Residential;8221580.0;0.061;1410.0;22/09/2014 02:00;;;;0.06667;0.0696725;;;;-0.01;;0.16758242;0.0;1.008;Euronext;1723803420
vpk.as;VOPAK;Energy;Oil & Gas Midstream;4858096640.0;40.5;103383.0;26/04/2024 02:00;1.5;0.0375;3.58;39.2728;34.7075;11.408451;11.876833;1.91;3.55;3.41;1.5764276;0.32377997;0.534;Euronext;1723803420
veto.pa;VETOQUINOL;Healthcare;Drug Manufacturers—Specialty & Generic;1128820480.0;95.4;1479.0;04/06/2024 02:00;0.85;0.0089;0.68;97.656;98.501;20.297873;;;4.7;;2.141943;0.10497;0.94;Euronext;1723803420
econb.br;ECONOCOM GROUP;Technology;Information Technology Services;358468416.0;2.09;72050.0;28/06/2024 02:00;0.16;0.0766;1.59;2.17702;2.293105;6.53125;4.4468083;;0.32;0.47;0.89892465;0.02246;1.377;Euronext;1723803420
rbt.pa;ROBERTET;Basic Materials;Chemicals;1767547008.0;844.0;349.0;27/06/2024 02:00;8.5;0.0101;0.76;831.62;819.835;23.641457;19.411224;;35.7;43.48;3.787454;0.10344;0.335;Euronext;1723803420
qdt.pa;QUADIENT S.A.;Technology;Software—Application;594852928.0;17.42;28704.0;05/08/2024 02:00;0.65;0.0376;2.93;18.9512;19.21165;7.2282157;6.357664;-1.36;2.41;2.74;0.56540084;0.06466;1.123;Euronext;1723803420
parro.pa;PARROT;Technology;Communication Equipment;58117580.0;1.9;4277.0;;;;;2.0217;2.334;;-8.260869;;-0.65;-0.23;1.0626398;-0.31389;0.609;Euronext;1723803420
bui.pa;BARBARA BUI;Consumer Cyclical;Apparel Manufacturing;5246038.0;7.95;10.0;15/09/2009 02:00;;;;7.804;7.99725;;;;-1.38;;3.744701;-0.07761;0.551;Euronext;1723803420
iph.pa;INNATE PHARMA;Healthcare;Biotechnology;165949136.0;2.05;29299.0;;;;;2.07718;2.288195;;;;-0.09;;3.1931462;-0.12281;0.808;Euronext;1723803420
lbird.pa;LUMIBIRD;Healthcare;Diagnostics & Research;214788320.0;9.76;3932.0;;;;;10.8582;12.3493;30.500002;11.482353;;0.32;0.85;1.114919;0.0345;1.276;Euronext;1723803420
akw.pa;AKWEL;Consumer Cyclical;Auto Parts;277121440.0;10.44;2386.0;03/06/2024 02:00;0.3;0.0287;2.02;11.1868;13.7835;7.791044;10.762886;15.57;1.34;0.97;0.45737314;0.0335;1.417;Euronext;1723803420
neoen.pa;NEOEN;Utilities;Utilities—Renewable;5871149568.0;38.46;169472.0;20/05/2024 02:00;0.15;0.0039;;37.8312;30.1766;71.22222;49.307693;;0.54;0.78;2.1450083;0.18028;0.871;Euronext;1723803420
gpe.pa;GPE GROUP PIZZORNO;Industrials;Waste Management;296775168.0;76.8;219.0;24/07/2024 02:00;1.25;0.0162;;77.088;66.229;20.263853;18.156029;;3.79;4.23;3.0936556;0.055370003;0.553;Euronext;1723803420
aca.pa;CREDIT AGRICOLE;Financial Services;Banks—Regional;40932036608.0;13.53;5582546.0;29/05/2024 02:00;1.05;0.078;5.35;13.4798;13.36891;6.6650248;6.833333;1.73;2.03;1.98;0.6471826;0.27975;1.521;Euronext;1723803420
sligr.as;Sligro Food Group N.V.;Consumer Defensive;Food Distribution;542607744.0;12.28;18899.0;20/09/2024 02:00;0.3;0.024400001;4.85;12.7416;14.1234;111.63636;9.374046;2.78;0.11;1.31;1.3376906;0.0014;1.537;Euronext;1723803420
ate.pa;ALTEN;Technology;Information Technology Services;3441740032.0;99.05;31967.0;24/06/2024 02:00;1.5;0.0152;1.39;105.12;124.3735;14.695847;10.719698;1.34;6.74;9.24;1.6852691;0.05732;1.429;Euronext;1723803420
una.as;UNILEVER PLC;Consumer Defensive;Household & Personal Products;138029596672.0;55.42;1563911.0;08/08/2024 02:00;1.72;0.0308;;53.2792;47.682125;21.07224;21.48062;;2.63;2.58;6.810027;0.11013;0.196;Euronext;1723803420
tktt.pa;TARKETT;Industrials;Building Products & Equipment;572747072.0;8.74;743.0;12/06/2019 02:00;;;2.58;8.7384;9.1385;16.185184;6.242857;-5.89;0.54;1.4;0.6314116;0.01074;1.111;Euronext;1723803420
spel.pa;FONCIERE VOLTA;Real Estate;Real Estate Services;76448352.0;7.25;23.0;22/09/2022 02:00;;;6.52;6.786;7.206;;;;-0.59;;0.6335197;-1.4805701;0.126;Euronext;1723803420
vu.pa;VusionGroup;Technology;Software—Application;2163215872.0;136.0;17902.0;25/06/2024 02:00;0.3;0.0022;;135.904;133.537;30.493273;;;4.46;;7.7128115;0.09947;0.911;Euronext;1723803420
vlk.as;V LANSCHOT KEMPEN;Financial Services;Banks—Regional;1686237952.0;39.9;48026.0;27/05/2024 02:00;4.0;0.1005;5.03;38.663;32.85275;14.352519;12.2392645;-1.13;2.78;3.26;1.2566534;0.20135;0.937;Euronext;1723803420
sbmo.as;SBM OFFSHORE;Energy;Oil & Gas Equipment & Services;2936641280.0;16.66;689945.0;16/04/2024 02:00;0.77;0.045900002;5.69;14.4762;13.4666;7.748837;9.5199995;0.36;2.15;1.75;0.79773986;0.090450004;0.842;Euronext;1723803420
adoc.pa;ADOCIA;Healthcare;Biotechnology;92153520.0;6.13;60763.0;;;;;6.8112;8.70205;;-4.6090226;;-1.9;-1.33;;0.0;0.858;Euronext;1723803420
ackb.br;ACKERMANS V.HAAREN;Industrials;Engineering & Construction;5682248192.0;173.7;23028.0;30/05/2024 02:00;3.4;0.0196;1.55;167.394;160.126;14.331683;10.489131;;12.12;16.56;1.1560886;0.07645;0.73;Euronext;1723803420
sfca.pa;SOC FRANC CASINOS;Consumer Cyclical;Resorts & Casinos;8555349.0;1.68;399.0;17/07/2003 02:00;;;;1.6974;1.7384;6.4615383;;;0.26;;0.70351756;0.098850004;0.198;Euronext;1723803420
eem.pa;ELECTRICITE ET EAUX DE MADAGASC;Financial Services;Asset Management;20657880.0;3.6;297.0;25/09/2012 02:00;;;;3.494;3.3296;;;;-0.36;;1.1320754;14.73551;-0.18;Euronext;1723803420
