ticker;shortName;sector;industry;marketCap;regularMarketPrice;averageDailyVolume10Day;exDividendDate;dividendRate;dividendYield;fiveYearAvgDividendYield;fiftyDayAverage;twoHundredDayAverage;trailingPE;forwardPE;pegRatio;trailingEps;forwardEps;priceToBook;profitMargins;beta;market;timestamp
crbn.as;CORBION;Basic Materials;Specialty Chemicals;1240983936.0;21.36;78058.0;17/05/2024 02:00;0.61;0.028800001;1.81;19.7936;19.1772;15.940299;14.630137;1.35;1.34;1.46;1.6449751;0.14814;0.957;Euronext;1723803420
psat.pa;PASSAT;Consumer Cyclical;Specialty Retail;19609558.0;4.96;3341.0;22/06/2017 02:00;;;7.89;5.582;5.32045;8.857142;;;0.56;;0.4910891;0.03435;0.657;Euronext;1723803420
sdg.pa;SYNERGIE;Industrials;Staffing & Employment Services;762115264.0;32.5;6351.0;29/06/2023 02:00;0.8;0.0248;2.2;33.094;33.2075;10.220125;9.67262;1.06;3.18;3.36;1.1663377;0.02409;1.372;Euronext;1723803420
arcad.as;ARCADIS;Industrials;Engineering & Construction;5678184960.0;62.95;220794.0;10/05/2024 02:00;0.85;0.0135;3.32;61.347;54.98875;27.977777;17.437674;0.91;2.25;3.61;4.99405;0.040289998;1.126;Euronext;1723803420
amun.pa;AMUNDI;Financial Services;Asset Management;13636642816.0;66.95;119935.0;03/06/2024 02:00;4.1;0.0617;;64.288;62.8255;11.347457;9.702898;1.6;5.9;6.9;1.1977814;0.19869;1.228;Euronext;1723803420
kin.br;KINEPOLIS GROUP;Communication Services;Entertainment;1050414336.0;39.3;19277.0;13/05/2024 02:00;0.55;0.014199999;1.77;36.315;40.918;19.359606;12.885246;1.23;2.03;3.05;5.4289265;0.0926;1.472;Euronext;1723803420
cmcom.as;CM.COM;Technology;Software—Application;198035040.0;6.8;13324.0;;;;;7.0498;7.512625;;-6.538462;;-0.63;-1.04;10.365853;-0.068119995;1.597;Euronext;1723803420
inpst.as;INPOST S.A.;Industrials;Specialty Business Services;7837146112.0;15.68;289704.0;;;;;16.0256;14.364995;42.37838;19.6;8.99;0.37;0.8;4.984107;0.08478;1.223;Euronext;1723803420
avtx.as;AVANTIUM;Basic Materials;Specialty Chemicals;204368432.0;2.565;156133.0;;;;;2.5124;2.6390104;;-6.5769234;;-0.61;-0.39;2.4016855;-1.59401;1.096;Euronext;1723803420
light.as;SIGNIFY NV;Industrials;Electrical Equipment & Parts;2707350528.0;21.46;310254.0;16/05/2024 02:00;1.55;0.0721;;23.402;26.36955;11.294737;6.40597;1.18;1.9;3.35;0.9519585;0.03837;1.198;Euronext;1723803420
crap.pa;CRCAM ALP.PROV.CCI;Financial Services;Banks—Regional;539466560.0;72.55;57.0;19/04/2024 02:00;3.72;0.0513;4.0;74.2692;73.81255;4.6387467;;;15.64;;0.16365081;0.29356;0.715;Euronext;1723803420
arg.pa;ARGAN;Real Estate;REIT—Industrial;1921500544.0;75.7;7448.0;27/03/2024 01:00;3.15;0.0417;2.85;75.502;77.894;18.925;12.4711685;2.56;4.0;6.07;0.87258226;0.41105998;0.764;Euronext;1723803420
mrn.pa;MERSEN;Industrials;Electrical Equipment & Parts;752757952.0;30.9;27397.0;02/07/2024 02:00;1.25;0.0404;2.7;33.357;34.713;10.065146;7.705735;0.66;3.07;4.01;0.92539907;0.06242;1.426;Euronext;1723803420
elec.pa;ELEC.STRASBOURG;Utilities;Utilities—Renewable;759955328.0;106.0;775.0;28/06/2024 02:00;8.6;0.0808;4.5;110.03;108.897;5.3998985;;;19.63;;1.6023945;0.055760004;0.451;Euronext;1723803420
whats.br;WHAT'S COOKING GROUP;Consumer Defensive;Packaged Foods;126962712.0;68.4;301.0;01/07/2024 02:00;4.28;0.062800005;3.68;72.98;70.185;16.402878;5.8813415;;4.17;11.63;1.0093856;0.0092;0.445;Euronext;1723803420
ec.pa;TOTALENERGIES EP GABON;Energy;Oil & Gas E&P;738000000.0;164.0;1090.0;26/06/2024 02:00;20.75;0.1269;22.97;163.14;162.2535;30.769232;;;5.33;;0.42597625;0.05939;0.806;Euronext;1723803420
cour.pa;COURTOIS;Real Estate;Real Estate Services;8610483.0;119.0;1.0;30/05/2023 02:00;2.75;0.022;2.03;119.54;126.485;;;;-2.33;;0.4548356;-0.11923;0.324;Euronext;1723803420
cs.pa;AXA;Financial Services;Insurance—Diversified;74885316608.0;33.25;3512782.0;30/04/2024 02:00;1.98;0.059899997;5.3;31.7474;31.583124;11.545138;8.704188;1.09;2.88;3.82;1.5327524;0.08145001;1.259;Euronext;1723803420
crlo.pa;CRCAM LOIRE HAUTE LOIRE CCI;Financial Services;Banks—Regional;441593344.0;54.5;220.0;05/06/2024 02:00;2.76;0.051599998;3.54;58.1928;57.67095;6.519139;;;8.36;;0.16686058;0.18524;0.61;Euronext;1723803420
tweka.as;TKH GROUP N.V.;Technology;Communication Equipment;1474910208.0;37.06;91902.0;09/05/2024 02:00;1.7;0.0464;3.6;40.8236;39.1893;9.105651;9.105651;;4.07;4.07;1.7651821;0.08969;1.686;Euronext;1723803420
titc.br;TITAN CEMENT;Basic Materials;Building Materials;2383305728.0;32.0;9842.0;25/06/2024 02:00;0.85;0.026400002;;30.305;26.1406;7.7858877;;;4.11;;1.4770366;0.11607;1.174;Euronext;1723803420
slb.pa;SCHLUMBERGER;Energy;Oil & Gas Equipment & Services;58145361920.0;40.75;15182.0;04/09/2024 02:00;1.01;0.0248;3.45;42.559;45.578724;14.658274;10.837766;0.42;2.78;3.76;2.745957;0.12564999;1.566;Euronext;1723803420
gtt.pa;GAZTRANSPORT & TECHNIGAZ;Energy;Oil & Gas Equipment & Services;5064584704.0;136.7;69806.0;10/12/2024 01:00;7.34;0.0539;3.89;128.152;129.9925;17.615978;14.344176;1.84;7.76;9.53;12.053611;0.5281;0.472;Euronext;1723803420
abnx.pa;ABIONYX PHARMA;Healthcare;Biotechnology;45527472.0;1.314;48479.0;;;;;1.2448;1.186565;;-6.257143;;-0.12;-0.21;5.341463;-0.75819;-0.063;Euronext;1723803420
exa.pa;EXAIL TECHNOLOGIES;Industrials;Aerospace & Defense;295665056.0;17.38;9679.0;23/06/2021 02:00;;;2.63;18.0398;19.93305;;17.734694;0.31;-0.91;0.98;2.2518787;0.0458;0.796;Euronext;1723803420
holco.as;Holland Colours;Basic Materials;Specialty Chemicals;80442816.0;93.5;230.0;15/07/2024 02:00;3.01;0.0322;3.85;96.52;93.425;15.531562;15.635451;;6.02;5.98;1.3089738;0.05017;0.663;Euronext;1723803420
cen.pa;GROUPE CRIT;Industrials;Staffing & Employment Services;649159232.0;61.6;306.0;03/07/2024 02:00;1.0;0.0163;2.14;65.384;70.955;9.390244;7.539779;-3.37;6.56;8.17;0.90744364;0.02871;0.862;Euronext;1723803420
pig.pa;HAULOTTE GROUP;Industrials;Farm & Heavy Construction Machinery;84543880.0;2.87;8994.0;14/07/2022 02:00;;;2.83;2.9694;2.6128;287.0;3.7272727;0.28;0.01;0.77;0.45577258;0.00024000001;1.136;Euronext;1723803420
akza.as;AKZO NOBEL;Basic Materials;Specialty Chemicals;9180917760.0;53.76;417475.0;29/04/2024 02:00;1.98;0.037;2.55;57.2308;65.4125;15.582608;11.414012;0.62;3.45;4.71;2.054182;0.054980002;1.136;Euronext;1723803420
aelis.pa;AELIS FARMA;Healthcare;Biotechnology;160818656.0;11.8;91.0;;;;;12.26;13.012;;;;-0.39;;11.788212;-0.41091;0.109;Euronext;1723803420
web.br;WAREHOUSES ESTATES BELGIUM - W.;Real Estate;REIT—Diversified;135211168.0;38.6;776.0;30/04/2024 02:00;3.35;0.0861;7.36;37.84;37.146;14.08759;10.104712;;2.74;3.82;0.7296372;0.33541;0.447;Euronext;1723803420
tff.pa;TFF GROUP;Consumer Cyclical;Packaging & Containers;813000000.0;37.5;1977.0;08/11/2023 01:00;0.6;0.0161;1.19;39.984;42.712;14.940239;11.867088;1.23;2.51;3.16;1.7227123;0.11602;0.779;Euronext;1723803420
fii.pa;LISI;Industrials;Aerospace & Defense;1266629120.0;27.8;22617.0;30/04/2024 02:00;0.31;0.0112;1.53;24.713;24.0745;23.166666;15.274724;3.17;1.2;1.82;1.3175355;0.03148;1.638;Euronext;1723803420
bani.br;BANIMMO A;Real Estate;Real Estate—Development;35774684.0;3.18;1217.0;28/05/2013 02:00;;;4.48;3.1544;3.3628;;3.7411764;;-0.61;0.85;0.5437757;-1.08536;0.519;Euronext;1723803420
texf.br;TEXAF;Real Estate;Real Estate Services;128329600.0;35.0;337.0;28/05/2024 02:00;1.62;0.0475;3.83;35.852;34.556;11.0062895;18.041237;;3.18;1.94;1.1481433;0.40055;0.347;Euronext;1723803420
cbdg.pa;CAMBODGE NOM.;Financial Services;Asset Management;4002105344.0;7150.0;2.0;25/06/2024 02:00;180.0;0.0252;3.0;6985.0;6734.25;129.85834;;;55.06;;0.8841109;155.0;0.596;Euronext;1723803420
ibab.br;ION BEAM APPLICATIONS;Healthcare;Medical Devices;326831680.0;11.2;11774.0;27/06/2024 02:00;0.17;0.0152;;12.7088;11.9472;;12.043011;;-0.31;0.93;3.076923;-0.02125;1.015;Euronext;1723803420
vvy.as;VIVORYON THERAPEUTICS N.V.;Healthcare;Biotechnology;57216624.0;2.195;145233.0;;;;;2.17016;4.297665;;-2.9266665;;-1.12;-0.75;2.1775792;0.0;1.906;Euronext;1723803420
ampli.pa;AMPLITUDE SURGICAL;Healthcare;Medical Instruments & Supplies;149722560.0;3.12;215.0;;;;;3.1924;3.2058;;;;-0.06;;1.5829527;0.41544998;0.516;Euronext;1723803420
bn.pa;DANONE;Consumer Defensive;Packaged Foods;38906478592.0;60.4;1273741.0;03/05/2024 02:00;2.1;0.0348;2.63;59.004;59.345;38.967743;15.936676;3.68;1.55;3.79;2.3220947;0.03701;0.446;Euronext;1723803420
ctpnv.as;CTP NV;Real Estate;Real Estate—Development;7405386240.0;16.34;83927.0;02/09/2024 02:00;0.58;0.0355;;16.1812;15.7717;7.427273;17.956043;2.6;2.2;0.91;1.1056229;1.3208799;0.899;Euronext;1723803420
eiff.pa;TOUR EIFFEL;Real Estate;REIT—Office;148336944.0;8.94;683.0;13/06/2023 02:00;0.75;0.0735;5.41;9.5176;11.25525;;7.9821424;-2.02;-4.23;1.12;0.4292917;-0.61174;0.592;Euronext;1723803420
ect.as;EUROCASTLE INVESTM;Financial Services;Asset Management;7010920.0;7.0;717.0;15/08/2019 02:00;;;10.73;7.316;7.4985;;5.072464;;-0.38;1.38;0.32472053;-0.58983004;0.431;Euronext;1723803420
wkl.as;WOLTERS KLUWER;Industrials;Specialty Business Services;35747962880.0;151.35;398709.0;27/08/2024 02:00;2.19;0.014400001;1.59;152.466;141.705;35.36215;27.821692;3.79;4.28;5.44;23.360086;0.18035;0.264;Euronext;1723803420
sk.pa;S.E.B.;Consumer Cyclical;Furnishings, Fixtures & Appliances;4933517312.0;90.7;41186.0;03/06/2024 02:00;2.62;0.029000001;1.96;99.456;108.1975;12.22372;10.980629;;7.42;8.26;1.5953423;0.050440002;0.84;Euronext;1723803420
nxi.pa;NEXITY;Real Estate;Real Estate—Diversified;553691136.0;9.955;119317.0;24/05/2023 02:00;2.5;0.2013;9.93;9.5667;12.1107;11.185393;12.443749;-11.67;0.89;0.8;0.28645834;0.01525;1.364;Euronext;1723803420
asml.as;ASML HOLDING;Technology;Semiconductor Equipment & Materials;328557920256.0;835.6;852187.0;29/07/2024 02:00;6.17;0.0074;0.86;904.3;816.0725;48.751457;27.541199;2.2;17.14;30.34;22.333883;0.26503;1.076;Euronext;1723803420
kpn.as;KPN KON;Communication Services;Telecom Services;14039853056.0;3.572;7755862.0;26/07/2024 02:00;0.17;0.0465;4.73;3.59944;3.366135;17.009525;14.883334;5.71;0.21;0.24;5.724359;0.15103;0.231;Euronext;1723803420
nyxh.br;NYXOAH SA;Healthcare;Medical Instruments & Supplies;254360208.0;7.4;10502.0;;;;;7.7876;8.2855;;-4.4047623;;-1.48;-1.68;2.1173105;0.0;0.613;Euronext;1723803420
cener.br;CENERGY;Industrials;Electrical Equipment & Parts;1947156480.0;10.24;4800.0;25/06/2024 02:00;0.08;0.0074;;9.6548;7.9581;26.947369;13.653333;;0.38;0.75;4.8075113;0.049450003;0.795;Euronext;1723803420
mrm.pa;M.R.M;Real Estate;REIT—Retail;48978056.0;15.3;361.0;10/06/2024 02:00;1.3;0.085;8.18;15.754;17.8915;;10.479452;;-3.72;1.46;0.41447687;-0.78681;0.711;Euronext;1723803420
oci.as;OCI N.V.;Basic Materials;Specialty Chemicals;5540719104.0;26.25;676502.0;26/10/2023 02:00;1.7;0.064;;23.5924;24.263775;;25.990099;6.68;-3.16;1.01;6.0082397;-0.11276;0.84;Euronext;1723803420
fipp.pa;FIPP;Real Estate;Real Estate Services;16378707.0;0.142;1141.0;11/12/2012 01:00;;;;0.13126;0.11997;;;;-0.03;;0.3325527;-1.75177;-0.061;Euronext;1723803420
nai.as;NEW AMSTERDAM INVEST N.V. ORDIN;Financial Services;Shell Companies;42981940.0;8.2;689.0;;;;;8.557;9.038;;;;-0.97;;;0.0;;Euronext;1723803420
ret.br;RETAIL ESTATES;Real Estate;REIT—Retail;947150144.0;64.4;10855.0;28/05/2024 02:00;5.0;0.0779;7.12;63.472;63.5465;7.488372;9.984497;;8.6;6.45;0.79306436;0.89728;1.051;Euronext;1723803420
tko.pa;TIKEHAU CAPITAL;Financial Services;Asset Management;3895799808.0;22.65;14993.0;09/05/2024 02:00;0.75;0.033;;22.342;21.11585;25.166666;10.2027025;0.42;0.9;2.22;1.2459431;0.32704;0.756;Euronext;1723803420
aalb.as;AALBERTS N.V.;Industrials;Specialty Industrial Machinery;3739815680.0;33.82;155728.0;27/05/2024 02:00;1.13;0.0334;2.3;38.5328;40.10245;14.091666;9.802898;-5.93;2.4;3.45;1.4874434;0.09455;1.561;Euronext;1723803420
vie.pa;VEOLIA ENVIRON.;Industrials;Waste Management;20248143872.0;28.29;1956196.0;08/05/2024 02:00;1.25;0.044499997;3.47;28.715;29.0807;19.376713;13.867648;;1.46;2.04;2.3341584;0.023810001;1.161;Euronext;1723803420
oxur.br;OXURION;Healthcare;Biotechnology;1336270.0;0.0001;37892745.0;;;;;0.000102;0.0003335;;-0.00021276595;;-0.01;-0.47;;0.0;0.628;Euronext;1723803420
coh.pa;COHERIS;Technology;Software—Application;35364308.0;6.22;1094.0;01/07/2024 02:00;0.08;0.013200001;4.05;6.4228;5.612;11.5185175;25.916666;;0.54;0.24;1.9929509;0.20836;0.477;Euronext;1723803420
dkupl.pa;DEKUPLE;Communication Services;Advertising Agencies;140047456.0;35.3;618.0;19/06/2024 02:00;1.04;0.0294;7.02;36.482;32.57;11.535948;;;3.06;;4.1238313;0.062319998;0.818;Euronext;1723803420
pbh.as;PB HOLDING N.V.;Consumer Cyclical;Auto & Truck Dealerships;16457501.0;2.9;1324.0;22/03/2022 01:00;;;4.99;2.8984;2.8891;;;;-0.46;0.0;0.9148265;0.0;1.003;Euronext;1723803420
bnj.as;BANIJAY GROUP N.V.;Communication Services;Entertainment;3915025664.0;9.25;768.0;27/05/2024 02:00;0.35;0.0383;;8.868;8.84125;44.04762;;;0.21;;;0.01985;-0.366;Euronext;1723803420
pnl.as;POSTNL;Industrials;Integrated Freight & Logistics;610054400.0;1.223;2106855.0;07/08/2024 02:00;0.06;0.049099997;6.42;1.31302;1.3297625;20.383335;8.735715;0.32;0.06;0.14;3.350685;0.00978;0.928;Euronext;1723803420
agn.as;AEGON;Financial Services;Insurance—Diversified;9820635136.0;5.786;4078255.0;14/06/2024 02:00;0.32;0.0557;5.1;5.7918;5.554515;;6.575;0.07;-0.09;0.88;1.3427709;-0.0138;1.152;Euronext;1723803420
mmb.pa;LAGARDERE SA;Consumer Cyclical;Travel Services;3121253376.0;22.2;8083.0;26/04/2024 02:00;0.65;0.0295;5.74;21.837;20.3383;43.529415;11.212122;1.67;0.51;1.98;4.061471;0.00916;1.071;Euronext;1723803420
imcd.as;IMCD;Basic Materials;Specialty Chemicals;7947260928.0;139.55;111943.0;16/05/2024 02:00;2.24;0.016;0.98;134.116;143.826;28.30629;20.461876;-76.5;4.93;6.82;4.5421996;0.0616;1.06;Euronext;1723803420
enx.pa;EURONEXT;Financial Services;Financial Data & Stock Exchanges;9742823424.0;94.2;201409.0;21/05/2024 02:00;2.48;0.026400002;2.28;91.328;84.44075;17.065216;14.514638;3.4;5.52;6.49;2.464936;0.37345;0.854;Euronext;1723803420
decb.br;DECEUNINCK;Industrials;Building Products & Equipment;314292864.0;2.27;62545.0;06/05/2024 02:00;0.08;0.0353;1.21;2.4491;2.365025;37.833332;6.6764703;28.42;0.06;0.34;1.0422406;0.01095;0.97;Euronext;1723803420
crbp2.pa;CRCAM BRIE PIC2CCI;Financial Services;Banks—Regional;908566528.0;17.002;3251.0;04/04/2024 02:00;1.1;0.0643;5.34;17.52288;17.78756;4.595135;;;3.7;;0.18878736;0.31797;0.629;Euronext;1723803420
tng.pa;TRANSGENE;Healthcare;Biotechnology;131235648.0;0.992;15443.0;;;;;1.08372;1.24291;;-1.7103448;;-0.22;-0.58;6.3999996;-2.82633;0.781;Euronext;1723803420
orap.pa;ORAPI;Basic Materials;Specialty Chemicals;39217952.0;6.02;149.0;29/04/2015 02:00;;;2.82;6.1112;6.3623;;7.921053;;-2.87;0.76;0.9560108;-0.08214;-0.137;Euronext;1723803420
forse.pa;FORSEE POWER;Industrials;Electrical Equipment & Parts;54714948.0;0.767;30265.0;;;;;0.87872;1.73301;;;;-0.43;;0.92521113;-0.16329001;0.944;Euronext;1723803420
ateb.br;ATENOR;Real Estate;Real Estate—Development;232764976.0;5.36;7595.0;03/05/2023 02:00;1.51;0.2546;7.49;5.7968;6.183683;;3.3710692;;-10.6;1.59;0.67848104;-1.19732;0.676;Euronext;1723803420
stf.pa;STEF;Industrials;Integrated Freight & Logistics;1757981824.0;140.2;1950.0;30/04/2024 02:00;5.1;0.0367;2.76;127.84;122.543;10.144718;9.346666;2.03;13.82;15.0;1.470758;0.04314;0.874;Euronext;1723803420
immo.br;IMMOBEL;Real Estate;Real Estate—Development;249364064.0;24.2;1953.0;19/04/2024 02:00;1.2;0.0482;5.5;25.374;26.391088;;8.491229;;-3.73;2.85;0.4977785;-0.24570999;0.663;Euronext;1723803420
jdep.as;JDE PEET'S;Consumer Defensive;Packaged Foods;10189274112.0;20.92;195215.0;20/01/2025 01:00;0.7;0.0332;;19.3758;21.6619;19.19266;11.247312;;1.09;1.86;0.93447095;0.06324;0.253;Euronext;1723803420
idl.pa;ID LOGISTICS GROUP;Industrials;Specialty Business Services;2772115968.0;449.5;3010.0;;;;;401.08;344.315;54.617256;85.946465;;8.23;5.23;6.7119603;0.01898;0.862;Euronext;1723803420
bamnb.as;Koninklijke BAM Groep N.V.;Industrials;Engineering & Construction;973162368.0;3.618;942154.0;12/04/2024 02:00;0.2;0.0559;2.64;3.9776;3.29736;5.835484;5.566154;;0.62;0.65;1.0517442;0.02631;1.576;Euronext;1723803420
exn.pa;EXCLUSIVE NETWORKS;Technology;Software—Infrastructure;2093481344.0;23.1;113407.0;05/07/2022 02:00;;;;21.6848;19.88485;52.5;14.713375;;0.44;1.57;2.2113729;0.02722;0.995;Euronext;1723803420
abn.as;ABN AMRO BANK N.V.;Financial Services;Banks—Diversified;12679006208.0;15.22;3346105.0;14/08/2024 02:00;1.49;0.098400004;;15.6533;14.690925;5.194539;6.560345;-0.64;2.93;2.32;0.5072995;0.30029;1.226;Euronext;1723803420
gjaj.pa;GROUPE JAJ;Consumer Cyclical;Apparel Manufacturing;4522393.0;1.27;1.0;15/11/2005 01:00;;;;1.2748;1.32785;8.466666;;;0.15;;0.7236467;0.01193;0.924;Euronext;1723803420
hdf.pa;HYDROGENE DE FRANCE;Utilities;Utilities—Renewable;90894920.0;6.31;2430.0;;;;;6.634;8.46935;;;;-0.55;;0.89694387;-1.99212;0.344;Euronext;1723803420
bvi.pa;BUREAU VERITAS;Industrials;Consulting Services;12725363712.0;28.5;445946.0;02/07/2024 02:00;0.83;0.0292;2.62;27.0892;25.73155;25.90909;19.520548;2.55;1.1;1.46;7.833975;0.084359996;0.879;Euronext;1723803420
nsi.as;NSI N.V.;Real Estate;REIT—Office;391046016.0;20.0;28429.0;19/07/2024 02:00;1.52;0.0758;7.42;19.6014;18.95985;;11.173184;;-2.07;1.79;0.5698006;-0.48973;0.838;Euronext;1723803420
hydra.as;HYDRATEC Gewone aandelen;Industrials;Farm & Heavy Construction Machinery;177717776.0;137.0;187.0;03/07/2024 02:00;6.0;0.0438;3.54;139.92;127.8125;8.890331;;;15.41;;1.8900201;0.0555;0.794;Euronext;1723803420
wave.pa;WAVESTONE;Technology;Information Technology Services;1305495296.0;53.1;8065.0;31/07/2024 02:00;0.38;0.0072000003;0.67;55.646;55.8625;19.594095;13.375315;7.56;2.71;3.97;2.292449;0.08302;1.066;Euronext;1723803420
veon.as;VEON;Communication Services;Telecom Services;1789038208.0;0.968;33272.0;26/02/2020 01:00;;;;0.95004;0.84629;6.05;;;0.16;;0.07529558;-0.77392995;1.612;Euronext;1723803420
gnro.pa;GENEURO;Healthcare;Biotechnology;2059895.0;0.0696;12903.0;;;;;0.666146;1.1392665;;-0.1697561;;-0.59;-0.41;;0.0;0.302;Euronext;1723803420
covh.pa;COVIVIO HOTELS;Real Estate;REIT—Hotel & Motel;2525684480.0;17.05;4431.0;17/04/2024 02:00;1.3;0.0758;5.98;15.062;15.767;;9.970759;;-0.08;1.71;0.74568117;0.16822;1.08;Euronext;1723803420
wln.pa;WORLDLINE;Technology;Software—Infrastructure;2385113856.0;8.426;2133608.0;;;;;10.04102;11.892455;;3.711894;0.69;-3.29;2.27;0.27905282;-0.19910999;1.405;Euronext;1723803420
vac.pa;PIERRE VACANCES;Consumer Cyclical;Lodging;626033664.0;1.378;111014.0;19/03/2012 01:00;;;4.03;1.37424;1.3867;;;;-0.14;;;-0.03586;2.447;Euronext;1723803420
icad.pa;ICADE;Real Estate;REIT—Diversified;1545414272.0;20.4;105671.0;02/07/2024 02:00;4.84;0.2361;9.1;22.5896;27.9319;;6.415094;-1.78;-12.59;3.18;0.34816447;-0.62727;1.216;Euronext;1723803420
ri.pa;PERNOD RICARD;Consumer Defensive;Beverages—Wineries & Distilleries;30985291776.0;123.3;338368.0;17/07/2024 02:00;4.99;0.0403;2.11;127.997;146.018;15.35492;;;8.03;;1.9212191;0.17561;0.465;Euronext;1723803420
green.br;GREENYARD;Consumer Defensive;Food Distribution;307146624.0;6.18;14094.0;01/10/2024 02:00;0.25;0.0398;;6.0568;5.6898;22.071428;7.725;0.19;0.28;0.8;0.6502525;0.0026699998;1.105;Euronext;1723803420
rbo.pa;ROCHE BOBOIS;Consumer Cyclical;Furnishings, Fixtures & Appliances;489859264.0;48.8;1098.0;03/07/2024 02:00;2.25;0.0464;;47.782;47.2355;15.741936;14.523809;;3.1;3.36;4.7623696;0.07287;0.82;Euronext;1723803420
cyad.br;CELYAD ONCOLOGY;Healthcare;Biotechnology;10129293.0;0.2445;8966.0;;;;;0.27127;0.34904;;0.38203126;;-1.36;0.64;1.6085527;0.0;1.462;Euronext;1723803420
dgb.as;DGB GROUP N.V.;Basic Materials;Lumber & Wood Production;6758505.0;0.616;9221.0;07/12/2015 01:00;;;4.84;0.7028;0.56212;;;;-0.2;;0.3032989;0.0;0.133;Euronext;1723803420
umg.as;UNIVERSAL MUSIC GROUP;Communication Services;Entertainment;40659558400.0;22.23;1940629.0;02/10/2024 02:00;0.51;0.023;;26.1412;26.55815;26.783133;20.583332;2.23;0.83;1.08;11.856;0.13477;0.842;Euronext;1723803420
catg.pa;CATANA GROUP;Consumer Cyclical;Recreational Vehicles;150861312.0;5.04;29377.0;05/03/2024 01:00;0.15;0.0304;;4.7961;5.279975;6.3797464;6.0722895;0.1;0.79;0.83;1.8508997;0.11046;1.605;Euronext;1723803420
adyen.as;ADYEN;Technology;Software—Infrastructure;40050589696.0;1289.6;76327.0;;;;;1130.46;1231.3354;57.468803;231.94244;;22.44;5.56;12.701414;0.42946;1.614;Euronext;1723803420
edi.pa;MEDIA 6;Industrials;Business Equipment & Supplies;24687312.0;10.4;10.0;24/06/2020 02:00;;;2.32;12.78;10.7365;8.888889;;;1.17;;0.86479294;0.03221;0.405;Euronext;1723803420
era.pa;ERAMET;Basic Materials;Other Industrial Metals & Mining;2103413888.0;73.35;71330.0;04/06/2024 02:00;1.5;0.0207;1.99;93.292;78.95675;;4.732258;0.13;-0.83;15.5;1.3110154;-0.00937;1.384;Euronext;1723803420
waga.pa;WAGA ENERGY;Industrials;Specialty Industrial Machinery;386679712.0;15.8;5679.0;;;;;16.14;19.20075;;;;-0.78;;3.404439;-0.48073003;0.454;Euronext;1723803420
nacon.pa;NACON;Communication Services;Electronic Gaming & Multimedia;119979296.0;1.14;50586.0;;;;;1.2091879;1.367587;6.0;5.7;;0.19;0.2;0.37962037;0.10451999;0.512;Euronext;1723803420
